t,nees_ekf,nees_mpf,nees_fgo
147.4,0.3355279869080832,0.8178954975924682,3.444780852275673
147.5,0.30168427085467436,0.7684620469970432,3.446301385550631
147.6,0.4382224417316205,0.9576073407431325,3.4477903666876464
147.7,0.6376605155536498,1.2195198903669309,3.4492890608756985
147.8,0.7840031693503928,1.4055721642567143,3.450693842563311
147.89999999999998,0.5800612086738662,1.1380441069471814,3.4520876577885224
148.0,0.6671691798608692,1.247684936608107,3.453447953918411
148.1,0.676265689563714,1.2562910295786378,3.454798127704069
148.20000000000002,0.7110417169831224,1.2973972008695218,3.4561474477117318
148.3,0.45913743362433623,0.9744423885806099,3.4575180032401214
148.39999999999998,0.6301669602905565,1.1892450833114832,3.458905878119795
148.5,0.6303478296767656,1.1870059671713558,3.460243086910402
148.6,0.7590436938065463,1.3423362100561298,3.4615376599832417
148.70000000000002,0.7665856304154062,1.3478909907537664,3.4628331290682732
148.8,0.601542296809187,1.1441422688776508,3.4641499837201835
148.89999999999998,0.5338638802789761,1.0599824585551785,3.465423302170736
149.0,0.5071611955815126,1.0263183767650315,3.4666195508094253
149.1,0.5431516492048638,1.0685756333326222,3.467786581368264
149.20000000000002,0.4996718607960997,1.0156864975883253,3.4689361129381817
149.3,0.5462689222026633,1.0699831664341917,3.470047034430011
149.4,0.45273489860833876,0.9591634865920864,3.471106844305174
149.5,0.5283031830278573,1.04713739425506,3.4721347148104287
149.6,0.59666670259397,1.1246180962894232,3.473147356488829
149.70000000000002,0.6876316815237355,1.2261136220775761,3.4740988600961273
149.79999999999998,0.7882641325924544,1.3371281088393028,3.4750370258474215
149.9,0.6892583587639513,1.224164586833498,3.4759746429354443
150.0,0.7558673016824802,1.2958063383826788,3.4768502093220217
150.1,0.8421410776632198,1.3885263560959322,3.477709030749299
150.20000000000002,0.6760703712222925,1.2049538341433754,3.4785224831868966
150.29999999999998,0.7963264347533859,1.3330012974271028,3.479289206753854
150.4,0.6632583912955299,1.1887583331031135,3.480090541132011
150.5,0.865455417897973,1.4026737435738381,3.4808450871751804
150.6,0.7065891051421489,1.2322282369286734,3.481592952020442
150.7,0.8346500628089472,1.3648812446030107,3.482354133348887
150.79999999999998,0.7240108695654803,1.2480983057516803,3.4830340358036413
150.9,0.8047996095469961,1.329752483837489,3.4836980027250988
151.0,0.711921119408266,1.2337655829916538,3.4843128585795515
151.10000000000002,0.5152888020639249,1.0382949330635352,3.484938296170778
151.2,0.6771453477332441,1.197631517203977,3.4855374910346213
151.29999999999998,0.7607127347674747,1.2796774811368778,3.48611816032029
151.4,0.8879842274451422,1.406384555183696,3.486659201592172
151.5,0.9519721983300752,1.4700799581606923,3.4872059237324526
151.60000000000002,0.8245357376459702,1.340367024925113,3.4877370525157025
151.7,0.8412428424413262,1.3556714344759149,3.4882693272165373
151.79999999999998,0.6964857985496439,1.2166894037969591,3.488803105323455
151.9,0.6268115523985425,1.1525879205294458,3.4892877749141067
152.0,0.6619596321953433,1.1848239193660028,3.489764771269027
152.10000000000002,0.5111173407295084,1.051851674206938,3.4902821077534716
152.2,0.5521345468281872,1.0921932618974357,3.4907221984834917
152.3,0.6623730584512172,1.1841089638660194,3.491123080532062
152.4,0.7688887997749034,1.274711912172115,3.491501343588145
152.5,0.987038188808278,1.4699667892358188,3.4919013341072915
152.6,0.9168737736261172,1.404771854052858,3.4922837475745325
152.7,0.9139976141858286,1.401581330705518,3.492642225908275
152.8,0.9241481159891514,1.4101937666953608,3.4929420452954254
152.9,0.8666661201323421,1.3591439366122104,3.4932505094587714
153.0,0.8610363006491333,1.3541545298618793,3.493547607628877
153.1,0.8640842347780547,1.3566686606318885,3.493818762071408
153.2,0.8827818773307818,1.372542333282136,3.4940641310814766
153.3,0.7882782144238833,1.2943280694066575,3.494336906387833
153.4,0.7884815866591897,1.2946726141765783,3.494537787410187
153.5,0.7894036373467574,1.2955901886071781,3.4947165388557346
153.6,0.7939311160900394,1.2993657341411295,3.4948735651038327
153.7,0.7703197564011016,1.2812721300984906,3.495016589183659
153.8,0.7556447398618893,1.27054765473276,3.495149952749757
153.9,0.7375936653265055,1.2578231185840951,3.4952641869781864
154.0,0.7876228259274142,1.294728264604939,3.4953998320353037
154.1,0.763039284068577,1.277024606326089,3.49544639481811
154.2,0.7529766195379839,1.2702766790363595,3.4954888584777226
154.3,0.77226604775257,1.2840985834207448,3.4955091290402756
154.4,0.7708040167254361,1.283313761355383,3.495498359450188
154.5,0.7541685700853664,1.2720756713574963,3.4954893113258247
154.6,0.735601038814747,1.2600346676819898,3.495467608865557
154.7,0.7151571024128779,1.2474448153607363,3.4954439412881757
154.8,0.6786807232593498,1.2269211303850276,3.4953666629108566
154.9,0.6552880593219992,1.2154236423231317,3.4952682952611838
155.0,0.6454539425891219,1.2110849596554576,3.495148227856328
155.1,0.6757635048752154,1.2263933407956098,3.4950243242753976
155.2,0.7042269312897023,1.2435880756341702,3.4948746172379117
155.3,0.7102741428925154,1.2477298656153533,3.4947660241512124
155.39999999999998,0.6900158772615582,1.2339928981165358,3.49467337517766
155.5,0.6781511343468081,1.2258238011014317,3.4945910260427038
155.6,0.6682500734798353,1.2185193933061669,3.49448095150788
155.70000000000002,0.6739482018324133,1.2235481989935582,3.49430500023447
155.8,0.6811630853469002,1.2311041770301634,3.4941246255890723
155.89999999999998,0.6679369243432316,1.215439291102177,3.4939781412553614
156.0,0.6686433202611307,1.2168041632114965,3.4938508465982467
156.1,0.6690412071178127,1.2179567712106545,3.493724070778165
156.20000000000002,0.6699612663926853,1.2204518446015826,3.4936065253348643
156.3,0.6714710081544769,1.2248450799044543,3.4934850565844
156.39999999999998,0.6715177787489579,1.2258756723256905,3.493426349008123
156.5,0.6690903171379885,1.2194380936858955,3.4933615489014924
156.6,0.6696723557528956,1.2225384123462035,3.493313711934388
156.70000000000002,0.6757358707445154,1.2450015952471893,3.493230115182168
156.8,0.6718920517818464,1.2323571354650151,3.4931451380249356
156.9,0.668630593230069,1.2218856745951152,3.493012452536201
157.0,0.6740692526792699,1.2428905206651322,3.4929184796908013
157.1,0.6686393659298281,1.2249217443812281,3.492793607676214
157.20000000000002,0.665328689685895,1.2149703438946742,3.4926997506930713
157.29999999999998,0.6648370134491863,1.2148785958682204,3.492621696991693
157.4,0.6708029041590979,1.235904116053864,3.492513971666022
157.5,0.6644516789525008,1.2174491771339562,3.492350149491016
157.6,0.6521915947165388,1.182472158304616,3.4922239373552295
157.70000000000002,0.6465273835083492,1.1683922352588614,3.4920672596607436
157.79999999999998,0.6477959619845484,1.1734130112047525,3.491909163066789
